Label,channel,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,repeat_exp
0h_5__results_cell_0.npz,ORFN,2,Untreated,8,8,0,NA,R6
0h_5__results_cell_1.npz,ORFN,2,Untreated,18,12,2,3,R6
0h_5__results_cell_2.npz,ORFN,2,Untreated,65,52,5,2.6,R6
0h_5__results_cell_3.npz,ORFN,2,Untreated,4,4,0,NA,R6
0h_5__results_cell_4.npz,ORFN,2,Untreated,20,17,1,3,R6
0h_5__results_cell_5.npz,ORFN,2,Untreated,9,5,2,2,R6
0h_5__results_cell_0.npz,gRNA,2,Untreated,13,13,0,NA,R6
0h_5__results_cell_1.npz,gRNA,2,Untreated,17,14,1,3,R6
0h_5__results_cell_2.npz,gRNA,2,Untreated,66,53,6,2.1666666666666665,R6
0h_5__results_cell_3.npz,gRNA,2,Untreated,5,5,0,NA,R6
0h_5__results_cell_4.npz,gRNA,2,Untreated,14,12,1,2,R6
0h_5__results_cell_5.npz,gRNA,2,Untreated,1,1,0,NA,R6
0h_7__results_cell_0.npz,ORFN,2,Untreated,174,125,20,2.45,R6
0h_7__results_cell_1.npz,ORFN,2,Untreated,10,6,2,2,R6
0h_7__results_cell_2.npz,ORFN,2,Untreated,84,70,5,2.8,R6
0h_7__results_cell_0.npz,gRNA,2,Untreated,153,116,15,2.466666666666667,R6
0h_7__results_cell_1.npz,gRNA,2,Untreated,5,3,1,2,R6
0h_7__results_cell_2.npz,gRNA,2,Untreated,74,59,7,2.142857142857143,R6
0h_8__results_cell_0.npz,ORFN,2,Untreated,2,2,0,NA,R6
0h_8__results_cell_1.npz,ORFN,2,Untreated,65,41,7,3.4285714285714284,R6
0h_8__results_cell_2.npz,ORFN,2,Untreated,12,10,1,2,R6
0h_8__results_cell_3.npz,ORFN,2,Untreated,24,17,2,3.5,R6
0h_8__results_cell_4.npz,ORFN,2,Untreated,0,0,0,NA,R6
0h_8__results_cell_0.npz,gRNA,2,Untreated,2,2,0,NA,R6
0h_8__results_cell_1.npz,gRNA,2,Untreated,23,21,1,2,R6
0h_8__results_cell_2.npz,gRNA,2,Untreated,18,12,3,2,R6
0h_8__results_cell_3.npz,gRNA,2,Untreated,12,12,0,NA,R6
0h_8__results_cell_4.npz,gRNA,2,Untreated,2,2,0,NA,R6
0h_9__results_cell_0.npz,ORFN,2,Untreated,3,3,0,NA,R6
0h_9__results_cell_1.npz,ORFN,2,Untreated,18,11,3,2.3333333333333335,R6
0h_9__results_cell_2.npz,ORFN,2,Untreated,24,14,3,3.3333333333333335,R6
0h_9__results_cell_3.npz,ORFN,2,Untreated,55,38,7,2.4285714285714284,R6
0h_9__results_cell_0.npz,gRNA,2,Untreated,3,3,0,NA,R6
0h_9__results_cell_1.npz,gRNA,2,Untreated,25,20,2,2.5,R6
0h_9__results_cell_2.npz,gRNA,2,Untreated,17,14,1,3,R6
0h_9__results_cell_3.npz,gRNA,2,Untreated,75,52,8,2.875,R6
6h_10_cleared__results_cell_0.npz,ORFN,8,Untreated,4,2,1,2,R6
6h_10_cleared__results_cell_1.npz,ORFN,8,Untreated,209,187,5,4.4,R6
6h_10_cleared__results_cell_2.npz,ORFN,8,Untreated,343,307,18,2,R6
6h_10_cleared__results_cell_3.npz,ORFN,8,Untreated,33,31,1,2,R6
6h_10_cleared__results_cell_4.npz,ORFN,8,Untreated,171,120,22,2.3181818181818183,R6
6h_10_cleared__results_cell_0.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_10_cleared__results_cell_1.npz,gRNA,8,Untreated,159,143,8,2,R6
6h_10_cleared__results_cell_2.npz,gRNA,8,Untreated,221,190,12,2.5833333333333335,R6
6h_10_cleared__results_cell_3.npz,gRNA,8,Untreated,23,14,2,4.5,R6
6h_10_cleared__results_cell_4.npz,gRNA,8,Untreated,34,25,4,2.25,R6
6h_11_cleared__results_cell_0.npz,ORFN,8,Untreated,15,10,2,2.5,R6
6h_11_cleared__results_cell_1.npz,ORFN,8,Untreated,199,165,17,2,R6
6h_11_cleared__results_cell_10.npz,ORFN,8,Untreated,12,12,0,NA,R6
6h_11_cleared__results_cell_11.npz,ORFN,8,Untreated,67,65,1,2,R6
6h_11_cleared__results_cell_12.npz,ORFN,8,Untreated,0,0,0,NA,R6
6h_11_cleared__results_cell_13.npz,ORFN,8,Untreated,109,81,14,2,R6
6h_11_cleared__results_cell_14.npz,ORFN,8,Untreated,0,0,0,NA,R6
6h_11_cleared__results_cell_15.npz,ORFN,8,Untreated,50,41,4,2.25,R6
6h_11_cleared__results_cell_2.npz,ORFN,8,Untreated,3,3,0,NA,R6
6h_11_cleared__results_cell_3.npz,ORFN,8,Untreated,90,81,4,2.25,R6
6h_11_cleared__results_cell_4.npz,ORFN,8,Untreated,0,0,0,NA,R6
6h_11_cleared__results_cell_5.npz,ORFN,8,Untreated,35,33,1,2,R6
6h_11_cleared__results_cell_6.npz,ORFN,8,Untreated,5,5,0,NA,R6
6h_11_cleared__results_cell_7.npz,ORFN,8,Untreated,16,14,1,2,R6
6h_11_cleared__results_cell_8.npz,ORFN,8,Untreated,329,263,30,2.2,R6
6h_11_cleared__results_cell_9.npz,ORFN,8,Untreated,33,29,2,2,R6
6h_11_cleared__results_cell_0.npz,gRNA,8,Untreated,24,12,5,2.4,R6
6h_11_cleared__results_cell_1.npz,gRNA,8,Untreated,85,54,7,4.428571428571429,R6
6h_11_cleared__results_cell_10.npz,gRNA,8,Untreated,1,1,0,NA,R6
6h_11_cleared__results_cell_11.npz,gRNA,8,Untreated,117,111,3,2,R6
6h_11_cleared__results_cell_12.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_11_cleared__results_cell_13.npz,gRNA,8,Untreated,6,6,0,NA,R6
6h_11_cleared__results_cell_14.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_11_cleared__results_cell_15.npz,gRNA,8,Untreated,6,6,0,NA,R6
6h_11_cleared__results_cell_2.npz,gRNA,8,Untreated,2,2,0,NA,R6
6h_11_cleared__results_cell_3.npz,gRNA,8,Untreated,185,165,7,2.857142857142857,R6
6h_11_cleared__results_cell_4.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_11_cleared__results_cell_5.npz,gRNA,8,Untreated,53,49,2,2,R6
6h_11_cleared__results_cell_6.npz,gRNA,8,Untreated,2,2,0,NA,R6
6h_11_cleared__results_cell_7.npz,gRNA,8,Untreated,10,7,1,3,R6
6h_11_cleared__results_cell_8.npz,gRNA,8,Untreated,138,98,16,2.5,R6
6h_11_cleared__results_cell_9.npz,gRNA,8,Untreated,63,53,5,2,R6
6h_12_cleared__results_cell_0.npz,ORFN,8,Untreated,17,15,1,2,R6
6h_12_cleared__results_cell_1.npz,ORFN,8,Untreated,51,51,0,NA,R6
6h_12_cleared__results_cell_10.npz,ORFN,8,Untreated,126,122,2,2,R6
6h_12_cleared__results_cell_11.npz,ORFN,8,Untreated,81,77,2,2,R6
6h_12_cleared__results_cell_12.npz,ORFN,8,Untreated,505,280,34,6.617647058823529,R6
6h_12_cleared__results_cell_13.npz,ORFN,8,Untreated,0,0,0,NA,R6
6h_12_cleared__results_cell_2.npz,ORFN,8,Untreated,0,0,0,NA,R6
6h_12_cleared__results_cell_3.npz,ORFN,8,Untreated,17,15,1,2,R6
6h_12_cleared__results_cell_4.npz,ORFN,8,Untreated,54,44,5,2,R6
6h_12_cleared__results_cell_5.npz,ORFN,8,Untreated,88,85,1,3,R6
6h_12_cleared__results_cell_6.npz,ORFN,8,Untreated,44,40,2,2,R6
6h_12_cleared__results_cell_7.npz,ORFN,8,Untreated,36,27,4,2.25,R6
6h_12_cleared__results_cell_8.npz,ORFN,8,Untreated,306,160,17,8.588235294117647,R6
6h_12_cleared__results_cell_9.npz,ORFN,8,Untreated,55,38,6,2.8333333333333335,R6
6h_12_cleared__results_cell_0.npz,gRNA,8,Untreated,23,23,0,NA,R6
6h_12_cleared__results_cell_1.npz,gRNA,8,Untreated,107,93,7,2,R6
6h_12_cleared__results_cell_10.npz,gRNA,8,Untreated,207,191,8,2,R6
6h_12_cleared__results_cell_11.npz,gRNA,8,Untreated,152,135,8,2.125,R6
6h_12_cleared__results_cell_12.npz,gRNA,8,Untreated,305,164,15,9.4,R6
6h_12_cleared__results_cell_13.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_12_cleared__results_cell_2.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_12_cleared__results_cell_3.npz,gRNA,8,Untreated,26,20,3,2,R6
6h_12_cleared__results_cell_4.npz,gRNA,8,Untreated,55,49,3,2,R6
6h_12_cleared__results_cell_5.npz,gRNA,8,Untreated,129,114,7,2.142857142857143,R6
6h_12_cleared__results_cell_6.npz,gRNA,8,Untreated,66,64,1,2,R6
6h_12_cleared__results_cell_7.npz,gRNA,8,Untreated,12,12,0,NA,R6
6h_12_cleared__results_cell_8.npz,gRNA,8,Untreated,425,219,10,20.6,R6
6h_12_cleared__results_cell_9.npz,gRNA,8,Untreated,28,17,2,5.5,R6
6h_13_cleared__results_cell_0.npz,ORFN,8,Untreated,14,12,1,2,R6
6h_13_cleared__results_cell_1.npz,ORFN,8,Untreated,97,57,2,20,R6
6h_13_cleared__results_cell_2.npz,ORFN,8,Untreated,45,35,5,2,R6
6h_13_cleared__results_cell_3.npz,ORFN,8,Untreated,345,255,35,2.5714285714285716,R6
6h_13_cleared__results_cell_4.npz,ORFN,8,Untreated,58,48,5,2,R6
6h_13_cleared__results_cell_5.npz,ORFN,8,Untreated,23,23,0,NA,R6
6h_13_cleared__results_cell_6.npz,ORFN,8,Untreated,230,205,11,2.272727272727273,R6
6h_13_cleared__results_cell_7.npz,ORFN,8,Untreated,27,23,2,2,R6
6h_13_cleared__results_cell_8.npz,ORFN,8,Untreated,82,80,1,2,R6
6h_13_cleared__results_cell_0.npz,gRNA,8,Untreated,9,7,1,2,R6
6h_13_cleared__results_cell_1.npz,gRNA,8,Untreated,82,63,4,4.75,R6
6h_13_cleared__results_cell_2.npz,gRNA,8,Untreated,35,28,3,2.3333333333333335,R6
6h_13_cleared__results_cell_3.npz,gRNA,8,Untreated,233,150,16,5.1875,R6
6h_13_cleared__results_cell_4.npz,gRNA,8,Untreated,47,45,1,2,R6
6h_13_cleared__results_cell_5.npz,gRNA,8,Untreated,33,33,0,NA,R6
6h_13_cleared__results_cell_6.npz,gRNA,8,Untreated,390,323,30,2.2333333333333334,R6
6h_13_cleared__results_cell_7.npz,gRNA,8,Untreated,40,36,2,2,R6
6h_13_cleared__results_cell_8.npz,gRNA,8,Untreated,208,158,24,2.0833333333333335,R6
6h_14_cleared__results_cell_0.npz,ORFN,8,Untreated,59,57,1,2,R6
6h_14_cleared__results_cell_1.npz,ORFN,8,Untreated,241,217,12,2,R6
6h_14_cleared__results_cell_10.npz,ORFN,8,Untreated,100,89,5,2.2,R6
6h_14_cleared__results_cell_11.npz,ORFN,8,Untreated,131,113,8,2.25,R6
6h_14_cleared__results_cell_12.npz,ORFN,8,Untreated,43,43,0,NA,R6
6h_14_cleared__results_cell_13.npz,ORFN,8,Untreated,57,53,2,2,R6
6h_14_cleared__results_cell_14.npz,ORFN,8,Untreated,165,144,9,2.3333333333333335,R6
6h_14_cleared__results_cell_2.npz,ORFN,8,Untreated,259,203,14,4,R6
6h_14_cleared__results_cell_3.npz,ORFN,8,Untreated,951,672,104,2.6826923076923075,R6
6h_14_cleared__results_cell_4.npz,ORFN,8,Untreated,132,114,9,2,R6
6h_14_cleared__results_cell_5.npz,ORFN,8,Untreated,105,97,4,2,R6
6h_14_cleared__results_cell_6.npz,ORFN,8,Untreated,264,212,20,2.6,R6
6h_14_cleared__results_cell_7.npz,ORFN,8,Untreated,338,288,24,2.0833333333333335,R6
6h_14_cleared__results_cell_8.npz,ORFN,8,Untreated,151,133,7,2.5714285714285716,R6
6h_14_cleared__results_cell_9.npz,ORFN,8,Untreated,1953,1445,173,2.9364161849710984,R6
6h_14_cleared__results_cell_0.npz,gRNA,8,Untreated,39,26,5,2.6,R6
6h_14_cleared__results_cell_1.npz,gRNA,8,Untreated,39,34,2,2.5,R6
6h_14_cleared__results_cell_10.npz,gRNA,8,Untreated,31,25,3,2,R6
6h_14_cleared__results_cell_11.npz,gRNA,8,Untreated,33,29,1,4,R6
6h_14_cleared__results_cell_12.npz,gRNA,8,Untreated,5,5,0,NA,R6
6h_14_cleared__results_cell_13.npz,gRNA,8,Untreated,9,9,0,NA,R6
6h_14_cleared__results_cell_14.npz,gRNA,8,Untreated,42,30,4,3,R6
6h_14_cleared__results_cell_2.npz,gRNA,8,Untreated,47,43,2,2,R6
6h_14_cleared__results_cell_3.npz,gRNA,8,Untreated,157,126,11,2.8181818181818183,R6
6h_14_cleared__results_cell_4.npz,gRNA,8,Untreated,71,63,1,8,R6
6h_14_cleared__results_cell_5.npz,gRNA,8,Untreated,60,50,2,5,R6
6h_14_cleared__results_cell_6.npz,gRNA,8,Untreated,383,307,35,2.1714285714285713,R6
6h_14_cleared__results_cell_7.npz,gRNA,8,Untreated,143,137,3,2,R6
6h_14_cleared__results_cell_8.npz,gRNA,8,Untreated,107,80,9,3,R6
6h_14_cleared__results_cell_9.npz,gRNA,8,Untreated,439,340,23,4.304347826086956,R6
6h_15_cleared__results_cell_0.npz,ORFN,8,Untreated,403,313,25,3.6,R6
6h_15_cleared__results_cell_1.npz,ORFN,8,Untreated,197,162,17,2.0588235294117645,R6
6h_15_cleared__results_cell_10.npz,ORFN,8,Untreated,1186,1065,58,2.086206896551724,R6
6h_15_cleared__results_cell_2.npz,ORFN,8,Untreated,1874,1506,155,2.3741935483870966,R6
6h_15_cleared__results_cell_3.npz,ORFN,8,Untreated,406,325,33,2.4545454545454546,R6
6h_15_cleared__results_cell_4.npz,ORFN,8,Untreated,1764,1415,161,2.1677018633540373,R6
6h_15_cleared__results_cell_5.npz,ORFN,8,Untreated,348,289,25,2.36,R6
6h_15_cleared__results_cell_6.npz,ORFN,8,Untreated,1926,1595,157,2.1082802547770703,R6
6h_15_cleared__results_cell_7.npz,ORFN,8,Untreated,806,715,45,2.022222222222222,R6
6h_15_cleared__results_cell_8.npz,ORFN,8,Untreated,845,779,32,2.0625,R6
6h_15_cleared__results_cell_9.npz,ORFN,8,Untreated,292,254,17,2.235294117647059,R6
6h_15_cleared__results_cell_0.npz,gRNA,8,Untreated,132,118,6,2.3333333333333335,R6
6h_15_cleared__results_cell_1.npz,gRNA,8,Untreated,38,26,5,2.4,R6
6h_15_cleared__results_cell_10.npz,gRNA,8,Untreated,502,447,24,2.2916666666666665,R6
6h_15_cleared__results_cell_2.npz,gRNA,8,Untreated,186,158,9,3.111111111111111,R6
6h_15_cleared__results_cell_3.npz,gRNA,8,Untreated,222,186,17,2.1176470588235294,R6
6h_15_cleared__results_cell_4.npz,gRNA,8,Untreated,345,275,20,3.5,R6
6h_15_cleared__results_cell_5.npz,gRNA,8,Untreated,71,60,4,2.75,R6
6h_15_cleared__results_cell_6.npz,gRNA,8,Untreated,177,152,9,2.7777777777777777,R6
6h_15_cleared__results_cell_7.npz,gRNA,8,Untreated,180,161,9,2.111111111111111,R6
6h_15_cleared__results_cell_8.npz,gRNA,8,Untreated,298,252,14,3.2857142857142856,R6
6h_15_cleared__results_cell_9.npz,gRNA,8,Untreated,24,17,3,2.3333333333333335,R6
6h_16_cleared__results_cell_0.npz,ORFN,8,Untreated,1,1,0,NA,R6
6h_16_cleared__results_cell_1.npz,ORFN,8,Untreated,1,1,0,NA,R6
6h_16_cleared__results_cell_10.npz,ORFN,8,Untreated,19,17,1,2,R6
6h_16_cleared__results_cell_11.npz,ORFN,8,Untreated,0,0,0,NA,R6
6h_16_cleared__results_cell_2.npz,ORFN,8,Untreated,2,2,0,NA,R6
6h_16_cleared__results_cell_3.npz,ORFN,8,Untreated,168,138,14,2.142857142857143,R6
6h_16_cleared__results_cell_4.npz,ORFN,8,Untreated,38,36,1,2,R6
6h_16_cleared__results_cell_5.npz,ORFN,8,Untreated,79,59,8,2.5,R6
6h_16_cleared__results_cell_6.npz,ORFN,8,Untreated,18,18,0,NA,R6
6h_16_cleared__results_cell_7.npz,ORFN,8,Untreated,22,22,0,NA,R6
6h_16_cleared__results_cell_8.npz,ORFN,8,Untreated,76,56,10,2,R6
6h_16_cleared__results_cell_9.npz,ORFN,8,Untreated,29,27,1,2,R6
6h_16_cleared__results_cell_0.npz,gRNA,8,Untreated,3,3,0,NA,R6
6h_16_cleared__results_cell_1.npz,gRNA,8,Untreated,2,2,0,NA,R6
6h_16_cleared__results_cell_10.npz,gRNA,8,Untreated,30,30,0,NA,R6
6h_16_cleared__results_cell_11.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_16_cleared__results_cell_2.npz,gRNA,8,Untreated,1,1,0,NA,R6
6h_16_cleared__results_cell_3.npz,gRNA,8,Untreated,108,72,12,3,R6
6h_16_cleared__results_cell_4.npz,gRNA,8,Untreated,70,62,4,2,R6
6h_16_cleared__results_cell_5.npz,gRNA,8,Untreated,19,17,1,2,R6
6h_16_cleared__results_cell_6.npz,gRNA,8,Untreated,46,42,2,2,R6
6h_16_cleared__results_cell_7.npz,gRNA,8,Untreated,88,82,3,2,R6
6h_16_cleared__results_cell_8.npz,gRNA,8,Untreated,46,32,4,3.5,R6
6h_16_cleared__results_cell_9.npz,gRNA,8,Untreated,47,45,1,2,R6
6h_17_cleared__results_cell_0.npz,ORFN,8,Untreated,68,54,6,2.3333333333333335,R6
6h_17_cleared__results_cell_1.npz,ORFN,8,Untreated,41,33,4,2,R6
6h_17_cleared__results_cell_2.npz,ORFN,8,Untreated,7,7,0,NA,R6
6h_17_cleared__results_cell_3.npz,ORFN,8,Untreated,6,6,0,NA,R6
6h_17_cleared__results_cell_4.npz,ORFN,8,Untreated,58,45,6,2.1666666666666665,R6
6h_17_cleared__results_cell_5.npz,ORFN,8,Untreated,17,12,2,2.5,R6
6h_17_cleared__results_cell_6.npz,ORFN,8,Untreated,321,268,25,2.12,R6
6h_17_cleared__results_cell_7.npz,ORFN,8,Untreated,33,18,1,15,R6
6h_17_cleared__results_cell_8.npz,ORFN,8,Untreated,53,40,6,2.1666666666666665,R6
6h_17_cleared__results_cell_0.npz,gRNA,8,Untreated,19,15,2,2,R6
6h_17_cleared__results_cell_1.npz,gRNA,8,Untreated,13,13,0,NA,R6
6h_17_cleared__results_cell_2.npz,gRNA,8,Untreated,3,3,0,NA,R6
6h_17_cleared__results_cell_3.npz,gRNA,8,Untreated,5,3,1,2,R6
6h_17_cleared__results_cell_4.npz,gRNA,8,Untreated,18,14,2,2,R6
6h_17_cleared__results_cell_5.npz,gRNA,8,Untreated,5,5,0,NA,R6
6h_17_cleared__results_cell_6.npz,gRNA,8,Untreated,46,40,3,2,R6
6h_17_cleared__results_cell_7.npz,gRNA,8,Untreated,30,15,1,15,R6
6h_17_cleared__results_cell_8.npz,gRNA,8,Untreated,6,6,0,NA,R6
6h_1_cleared__results_cell_0.npz,ORFN,8,Untreated,114,104,5,2,R6
6h_1_cleared__results_cell_1.npz,ORFN,8,Untreated,134,122,6,2,R6
6h_1_cleared__results_cell_10.npz,ORFN,8,Untreated,547,462,41,2.073170731707317,R6
6h_1_cleared__results_cell_11.npz,ORFN,8,Untreated,834,639,82,2.3780487804878048,R6
6h_1_cleared__results_cell_12.npz,ORFN,8,Untreated,609,589,10,2,R6
6h_1_cleared__results_cell_13.npz,ORFN,8,Untreated,34,34,0,NA,R6
6h_1_cleared__results_cell_14.npz,ORFN,8,Untreated,1492,1239,96,2.6354166666666665,R6
6h_1_cleared__results_cell_15.npz,ORFN,8,Untreated,2121,1301,259,3.166023166023166,R6
6h_1_cleared__results_cell_16.npz,ORFN,8,Untreated,735,596,40,3.475,R6
6h_1_cleared__results_cell_17.npz,ORFN,8,Untreated,1778,1226,207,2.6666666666666665,R6
6h_1_cleared__results_cell_18.npz,ORFN,8,Untreated,170,142,12,2.3333333333333335,R6
6h_1_cleared__results_cell_19.npz,ORFN,8,Untreated,83,75,4,2,R6
6h_1_cleared__results_cell_2.npz,ORFN,8,Untreated,121,114,3,2.3333333333333335,R6
6h_1_cleared__results_cell_20.npz,ORFN,8,Untreated,149,122,12,2.25,R6
6h_1_cleared__results_cell_21.npz,ORFN,8,Untreated,196,180,8,2,R6
6h_1_cleared__results_cell_22.npz,ORFN,8,Untreated,100,95,2,2.5,R6
6h_1_cleared__results_cell_23.npz,ORFN,8,Untreated,2,2,0,NA,R6
6h_1_cleared__results_cell_3.npz,ORFN,8,Untreated,248,209,18,2.1666666666666665,R6
6h_1_cleared__results_cell_4.npz,ORFN,8,Untreated,144,132,6,2,R6
6h_1_cleared__results_cell_5.npz,ORFN,8,Untreated,188,174,7,2,R6
6h_1_cleared__results_cell_6.npz,ORFN,8,Untreated,36,34,1,2,R6
